"Resturants_name","Resturants_phone","Resturants_Review_user","Resturants_Review_feedback","Resturants_Review_photos_image"
"The Pink Door - Temp. CLOSED","(206) 443-3241","Korah L.","I thought it would be appropriate to get my boyfriend a gift certificate to The Pink Door for Valentines (because Pink...lol) and I made the right decision.
The service was prompt and nice, which if you have read any of my reviews that is hugely important to me. The ambiance was as expected (moderate noise and low lighting) and we got a seat with a view! I imagine that happened thanks to Seattle slowing down right now, but it was a nice touch. They also have live music which I enjoyed a lot. Our cocktails were amazing. The cheese and meat board was fantastic as well -- although I would have loved more cheese! The tuna appetizer was tasty but not breathtaking. Our entrees are what gives this place 4 stars for me. They were good but not great. The market fish was a little dry and had a very fishy flavour to it. The duck was good but the farro was a bit tough. And the winter risotto was pretty bland.
However! -- The dessert was incredible. We had the chocolate cake and I think it lasted a total of 60 seconds. So definitely give that a try!
Overall, it was a pleasant food/service experience and I would love to try their lunch menu soon!","https://s3-media0.fl.yelpcdn.com/bphoto/c-52-fAZy6LenF0DhIw61Q/348s.jpg"
"The Pink Door - Temp. CLOSED","(206) 443-3241","Korah L.","-''-","https://s3-media0.fl.yelpcdn.com/bphoto/zzoSx96Wy3Uu8y2i-cP1Jw/168s.jpg"
"The Pink Door - Temp. CLOSED","(206) 443-3241","Korah L.","-''-","https://s3-media0.fl.yelpcdn.com/bphoto/j0c12B1eM-nQU5ykWSqgTg/168s.jpg"
"The Pink Door - Temp. CLOSED","(206) 443-3241","Dennis W.","I discovered The Pink Door through Yelp. Difficult not to notice their 5K+ reviews on Yelp. During the days leading up to Valentine's day last month, Yelp San Francisco published a list of the most romantic restaurants in the US on Instagram, and Pink Door was in the Number One spot. Coincidentally and fortuitously, we already had reservations for that same day. Call it kismet fortune.
When you finally find the somewhat hidden ""salmon"" colored front door and walk in, you will find yourself immersed in a scenescape that is charming, quaint and a throwback to another era. We were seated right next to the jazz band stage and while they were taking a break, it allowed us to really soak in the atmosphere. I found myself smiling and intrigued simultaneously. I decided to order the Linguine Alle Vongole and we shared the Sicilian Fennel Orange Salad. Both dishes were masterful, flavorful, and light to the palate, which I prefer when it comes to Italian food. The live jazz band added another delicious layer to this whole experience.
Our waitress was delightful, cheery, and wonderfully efficient all night long. I may say this from time to time in my reviews(that I wish to return to try more of the menu from a certain establishment), but when it comes to The Pink Door, I pray with a passion that I will have the opportunity to return as soon as possible.","https://s3-media0.fl.yelpcdn.com/bphoto/QqNXN4p-RJIpJzehCXbtUA/348s.jpg"
"The Pink Door - Temp. CLOSED","(206) 443-3241","Dennis W.","-''-","https://s3-media0.fl.yelpcdn.com/bphoto/XhvV-hBtf6-I_45ryx8h-A/168s.jpg"
"The Pink Door - Temp. CLOSED","(206) 443-3241","Dennis W.","-''-","https://s3-media0.fl.yelpcdn.com/bphoto/LLGxoS3BhSKReR_UxLu7CA/168s.jpg"
"The Pink Door - Temp. CLOSED","(206) 443-3241","Tara L.","I came here on a Friday night and it was very busy. I put my name in and was told it would be over an hour, but ended up getting seated within 30-45 minutes. I just went across the alley to The Tasting Room as I waited for our table to get ready. For appetizers, we ordered their grilled garlic bread and a half order of the antipasto. The antipasto came with meats, fresh cheese, pickled vegetables, and spreads.
For my entree, I ordered the linguine alle vongole aka clam linguine. This was very good and it came with a lot of clams. They give you a bucket to put the shells into and the whole bucket was full by the time I was done with my pasta. I thought this dish was very good and would recommend getting. Another cool thing about this place is they had live jazz music playing, which made for a cool ambiance. Overall, I would definitely come back here to try other dishes.","https://s3-media0.fl.yelpcdn.com/bphoto/0IIs7YTIXscVxwxYJs_GSg/168s.jpg"
"The Pink Door - Temp. CLOSED","(206) 443-3241","Tara L.","-''-","https://s3-media0.fl.yelpcdn.com/bphoto/1Pfiv3QVSCdMlU6wvnNN_g/168s.jpg"
"The Pink Door - Temp. CLOSED","(206) 443-3241","Kristie C.","This restaurant is absolutely stunning. It's classy and romantic. The band which plays jazz and funky songs from different eras and cultures only adds to the ambiance. We were originally seated in their beautiful dining room, but when we asked to be seated in the lounge with the band, they were able to immediately accommodate us with no problem. The service is so on point with the servers so attentive and even the bussers don't miss a beat. My husband dropped his napkin on the floor when he got up to use the restroom and they quickly replaced it with a new folded napkin on top of the table.
The food was delicious! The 1/2 order of the antipasto was still a fair amount. The meats, cheese and bean salad were so refreshing. The sausage and smoked mozzarella in the Fussiloni gave the perfect al dente pasta the right amount of saltiness, the pine nuts gave it a nice crunch and the Rapini added the freshness you need in a pasta dish. My husband loved his steak and it was cooked a perfect medium. I had my birthday dinner here and I felt so special. If I have the opportunity to come back to Seattle, I will definitely return to see their aerial dancers.","https://s3-media0.fl.yelpcdn.com/bphoto/uqd_QjNuIRJlBsTHrM8gAA/348s.jpg"
"The Pink Door - Temp. CLOSED","(206) 443-3241","Kristie C.","-''-","https://s3-media0.fl.yelpcdn.com/bphoto/XOPCEVpABWyeD652Sw46TA/168s.jpg"
"The Pink Door - Temp. CLOSED","(206) 443-3241","Kristie C.","-''-","https://s3-media0.fl.yelpcdn.com/bphoto/Kbw0gd2BLN7sEzN2XyzBUQ/168s.jpg"
"The Pink Door - Temp. CLOSED","(206) 443-3241","Jennifer C.","I came here because of the great reviews. The patio does not open until april, so we sat next to the window. The staff was super nice.
I ordered the meat pappardelle and my boyfriend got a seafood dish.
I gave it three stars because my noodles were under cooked. They were stuck together and hard. For the rest of the noodles that were cooked, it was great.
So 3 stars for a pasta restaurant messing up on pasta. The seafood pasta was lighter and cooked to perfection.","https://s3-media0.fl.yelpcdn.com/bphoto/VqdAwmuXrz3Okp6SdfD6Rw/168s.jpg"
"The Pink Door - Temp. CLOSED","(206) 443-3241","Jennifer C.","I came here because of the great reviews. The patio does not open until april, so we sat next to the window. The staff was super nice.
I ordered the meat pappardelle and my boyfriend got a seafood dish.
I gave it three stars because my noodles were under cooked. They were stuck together and hard. For the rest of the noodles that were cooked, it was great.
So 3 stars for a pasta restaurant messing up on pasta. The seafood pasta was lighter and cooked to perfection.","https://s3-media0.fl.yelpcdn.com/bphoto/U_DsXv3MPEquEJmK7h9q4g/168s.jpg"
"The Pink Door - Temp. CLOSED","(206) 443-3241","Julie D.","Worth the hype! Located right in the heart of Pike Place, Pink Door is one of the must-visit restaurants in Seattle. The space is vibey and the food is delish!
Reservations are a must since this place is so popular. If you do end up walking in, you might have to wait upwards of an hour and a half. There is no sign but you won't miss the pink door that leads to the restaurant.
For the food, you probably can't go wrong but I do recommend at least trying one of their meat/seafood dishes. The Special of the Day fish was the best dish I had!
Here's the food I tried (fave to least fave):
1. ""BRANZINO STYLE"" Whole White Fish of the Day: this was seriously amazing. I know they're known for their pasta but this dish blew me out of the water. The fish was so delicate and inside was stuffed with fresh crab. Every thing on that dish brought out the fish's flavor.
2. Lasagna Pink Door: Consists of fresh spinach pasta layered with bechamel and pesto, topped with marinara sauce, and baked. It's super creamy and decadent. Seriously a fave.
3. Pappardelle Al Ragu Bolognese: House made pappardelle with tomato based meat sauce topped with freshly grated Parmesan. This was good but not as good as the other two.
If you love bolognese so much","https://s3-media0.fl.yelpcdn.com/bphoto/Gmo-3LXxawTv-RWobGlzmA/348s.jpg"
"The Pink Door - Temp. CLOSED","(206) 443-3241","Julie D.","-''-","https://s3-media0.fl.yelpcdn.com/bphoto/lgaERQ2w4CNT1o-w_1eOpg/168s.jpg"
"The Pink Door - Temp. CLOSED","(206) 443-3241","Julie D.","-''-","https://s3-media0.fl.yelpcdn.com/bphoto/i0rWZFjNe9HLdveCmVdc_Q/168s.jpg"
"The Pink Door - Temp. CLOSED","(206) 443-3241","Katy C.","My friends and I stopped in to the Pink Door for some drinks on the patio. As others have mentioned, there is no sign for the Pink Door, just a pink door off an alley. It was a lovely sunny day and we got one of the last tables. There is a bit of shade, but we were mostly in the sun. The patio is pretty decently sized which was great. I wanted something refreshing since it was pretty warm out, so I ordered a seasonal watermelon margarita. It was definitely refreshing! Not super sweet and a great patio cocktail. I really wish we had been hungry, because the pasta dishes all looked amazing. I'd stop in again for a light lunch. The interior was a little weird to me; the decor was a mix of vintage circus/clown themed items. I probably watched the 90s TV version of Stephen King's It way too young but the clowns just creeped me out.
However, The Pink Door was listed as one of the Top 100 Most Romantic Restaurants in 2019 AND 2020, with it being #1 in 2020. So be sure to check it out for date night or Valentine's Day next year!",""
"The Pink Door - Temp. CLOSED","(206) 443-3241","Shelby S.","This place was highly recommend by my friend and online. I was planning my trip to Seattle and was the most excited about this restaurant, however it was a bit of a let down.
Reservations were booked 5 days out for dinner but I was able to snag a lunch reservation. We arrived right as the opened.
We were one of the first to order since I had already read the menu prior to arriving (I was excited for it). We ordered our entrees then were brought bread.
I had only one special request through the entire dining experience and that was a side of balsamic for the oil and bread.
Unfortunately it was not brought to me until I asked another employee who dropped off our entrees.
My boyfriend ordered the lasagna which he loved! He was very happy and I thought it was really good too.
I ordered the clam Linguine Alle Vongole and I personally wouldn't recommend it despite the rave reviews. I thought it was bland like plain noodles with olive oil. Something anyone could make at home. I like my clams with flavor but these were pretty plain. My boyfriend agreed after trying it.
Maybe the experience could have been saved with a different menu item and if we were there at night during the performances.","https://s3-media0.fl.yelpcdn.com/bphoto/9AlB-UdaVeUI0dqJBMyDGA/348s.jpg"
"The Pink Door - Temp. CLOSED","(206) 443-3241","Shelby S.","-''-","https://s3-media0.fl.yelpcdn.com/bphoto/8Gu0XJHDWI9AuLqa6IjWeg/168s.jpg"
"The Pink Door - Temp. CLOSED","(206) 443-3241","Shelby S.","-''-","https://s3-media0.fl.yelpcdn.com/bphoto/HVpMVSQsTiKuPoKOKlcsag/168s.jpg"
"The Pink Door - Temp. CLOSED","(206) 443-3241","Angela L.","We came here for a late dinner two days before Valentine's Day recently and it was a coincidence and ironic that Yelp San Francisco listed this restaurant as the #1 romantic spot for this year. I had made reservations 5 days before the night we dined here, but it was only for bar seating as there was no available spots in the dining room that entire night.
I was very surprised when we checked in with the hostess and we were seated at a table right by the stage, where the band was set up. When I looked around after we we were seated, I was very impressed with the decor and mood of this restaurant. The Linguine Alle Vongole(baby clams, pancetta, garlic, chili and white wine) was the best I've ever had. It was so flavorful, a little spicy, and literally every shell still had the clam inside. We shared the Sicilian Fennel Orange Salad(Cara oranges, red onion, watercress, castelvetrano, and oil cured olives). This salad was light, flavorful, and recommended.
Our waitress was amazing. She was so cheerful, quick, friendly, and welcoming. The band was playing old time jazz and it was very soothing. Overall, between the ambiance, food, and service, I was extremely impressed and I cannot wait to return to Seattle to dine here again.","https://s3-media0.fl.yelpcdn.com/bphoto/3StayiZlQMyxwKPx6jO0EA/348s.jpg"
"The Pink Door - Temp. CLOSED","(206) 443-3241","Joanne T.","3.5 bumped up to 4. I loved the lasagna. Every thing else was good, not great. Lamb was good, rigatoni with meatball was good, kids pizza was okay. Pizza was very soggy in the middle, but had a lot of cheese which my nephew enjoyed.
As a tourist, I wouldn't go here. First, it's hard to get a reservations and second it doesn't seem like a special ""only in Seattle"" type of place or serve food that you couldn't find anywhere else. With that said, if I lived here I would come back for that lasagna frequently.
Also, I didn't see any signage but there is very clearly a pink door to go in.","https://s3-media0.fl.yelpcdn.com/bphoto/tfoC-7mBCLATrm-PP7kjDQ/348s.jpg"
"The Pink Door - Temp. CLOSED","(206) 443-3241","Joanne T.","-''-","https://s3-media0.fl.yelpcdn.com/bphoto/cyEa_AYcsGsv6yxZhLItkg/168s.jpg"
"The Pink Door - Temp. CLOSED","(206) 443-3241","Joanne T.","-''-","https://s3-media0.fl.yelpcdn.com/bphoto/sD6XI57WgBNHgD0JmWvDrg/168s.jpg"
"The Pink Door - Temp. CLOSED","(206) 443-3241","Mary N.","Wow, are you kidding me? Unreal!! Ambiance, food, service, everything is a 10/10. My dinner here was the epitome of a perfect dining experience and made our casual Tuesday feel like Valentine's Day.
Ambiance - Spacious, romantic, dim (but not too dim), amazing live entertainment and breathtaking views of the waterfront.
Food - A-maz-ing. After that Pink Door Lasagna, I went home and dreamed about it. For appetizers, our mushroom Crostini was delicious and you simply cant go wrong with some fries and aioli sauce. Portions were more than enough and there was flavor in every bite. Those zeppole doughnuts we ordered for dessert were absolutely perfect. That lemon flavor?!? Chef's kiss.
Service - Not even a second after my water cup was empty it was immediately refilled, and consistently done so throughout the night. The servers here really pay close attention to all their guests and we really felt acknowledged and heard.
Overall, a lovelyyyy restaurant that deserves all the hype it gets.",""
"The Pink Door - Temp. CLOSED","(206) 443-3241","Ryan J.","The Pink Door is as amazing as everyone else claims it to be! From the unseemly entrance to the beautiful view and decor, this place has earned its prestige as one of the best Italian restaurants around.
With a place that is so well known in Seattle, they are quite humble with their entrance. Walking thru a not so busy alley, if you see a Pink Door you've arrived at the right place. Upon entry, you can see the cozy intimate decor. And in the back they have a fantastic view of Pike's Place waterfront.
They have a great selection of items on their menu that are both exquisite and delicious. My GF and I ordered the Pink Door Lasagna, Special squid ink pasta with mussels and shrimp, Arancini and Tuscan Fries to share. The TUSCAN FRIES WERE AMAZING! They fry it with sage, rosemary, and garlic which gives it a subtle yet addicting flavor. The Arancini was quite good, but I was truly impressed by the Lasagna. Although it comes in a small dish, this is really all you need. Layers of spinach pasta packed with rich bechamel sauce and pesto and marinara was to die for. This is certainly one of those dishes you eat slowly to just savor all of the flavors.
This is definitely a must try for those who love Italian food or just want to spend a romantic night out with someone special. Just make sure to reserve a table early in advance.","https://s3-media0.fl.yelpcdn.com/bphoto/fa6SBeClfLnO-4_VtsCoFQ/348s.jpg"
"The Pink Door - Temp. CLOSED","(206) 443-3241","Ryan J.","-''-","https://s3-media0.fl.yelpcdn.com/bphoto/cGFNNZJHLnY-2ytWiDznqg/168s.jpg"
"The Pink Door - Temp. CLOSED","(206) 443-3241","Ryan J.","-''-","https://s3-media0.fl.yelpcdn.com/bphoto/3rixk0Adxq7zBklnhF4fzw/168s.jpg"
"The Pink Door - Temp. CLOSED","(206) 443-3241","Aneesa M.","Their oxtail agnolotti was super flavorful and luxurious. I loved each pocket ratio of pasta to filling. I make it a point to come here whenever I'm in the Seattle area.",""
"The Pink Door - Temp. CLOSED","(206) 443-3241","Tara R.","After hearing about this place numerous times I finally had the chance to check it out. It's in a prime location, steps away from Pike Place however there's no sign for the restaurant. It's just a cute door painted bright pink that stands out from the brick and stone road. There is definitely a right and wrong time to go here as they get busy pretty quick. Saturday afternoon was almost perfect. We were seated promptly, waiting no more than 5 minutes. The ambiance was so cute - a mix of vintage with Italian themes. Their menu selection seemed a bit limited (1 page for food), but that just means they make everything fresh in house. The food was fantastic 10/10. It was fresh and flavorful. However, the portions were small and the prices were a bit high.
What made our experience not so great was that our waiter seemed to be rushing us as they were transitioning from lunch to dinner. We never got any bread, and they forgot the semolina gnocchi in my plate. Both sets of silverware also had dried food on them as well.
I would definitely come here again since the food is so good, but maybe hope for an even slower time of day so that everything's perfect.",""
"The Pink Door - Temp. CLOSED","(206) 443-3241","Tamara D.","We've been looking forward to coming here for weeks. I'm so glad we made reservations because when we got there 5 mins before opening, there was already a group of people waiting. By the time we were seated, the place was almost filled up.
I'd remarked on our reservation that we were celebrating our anniversary (15 years!!) and when we sat down the server brought out complimentary glasses of Prosecco for toasting. What a special touch!
We ordered several things I can't pronounce but this has to be one of the top tasting meals I've had. I always tell everyone about Mesa Grill in Vegas as the place I've had my best meal ever but this definitely rivals it. Such friendly staff, such great service, we will be back every time we are in town for sure.","https://s3-media0.fl.yelpcdn.com/bphoto/ProKLEX95-yjsUL3gPKoNw/348s.jpg"
"The Pink Door - Temp. CLOSED","(206) 443-3241","Tamara D.","-''-","https://s3-media0.fl.yelpcdn.com/bphoto/meeGS3yzkTR0yAURjoLpIg/168s.jpg"
"The Pink Door - Temp. CLOSED","(206) 443-3241","Tamara D.","-''-","https://s3-media0.fl.yelpcdn.com/bphoto/MPr7jxzMsBmjxet4KZcPkw/168s.jpg"
"The Pink Door - Temp. CLOSED","(206) 443-3241","Maggie S.","Probably my favorite restaurant in Seattle...Pink Door never disappoints. I really appreciate the consistency of the quality of food and service! The perfect restaurant for casual dining with family or friends, and a romantic date night!
Winter Risotto | Must. Order. Creamy butternut squash risotto that warms up your entire heart...
Linguine Alle Vongole | The signature dish of pink door! This pasta dish never goes wrong; the white wine broth really elevates and balances out the flavor of the clam. Love this simple yet delicate dish!
Cioppino | Never a big fan of tomato broths but this one's different. The amount of seafood is worth the price and the tomato broth is light and smooth, so you won't get tired of it!
Northwest Fish of the Day | Not a must order, but good quality fish! The salmon is seared to perfection with a crispy layer of fatty skin and tender meat on the inside!
Tuscan Fries with Fried Herbs | The aioli is so tasty that we can't stop snacking on these fries!! Wish the flavors of the herbs are stronger...","https://s3-media0.fl.yelpcdn.com/bphoto/p6BakMBa7EmlvtjnqT0hGg/348s.jpg"
"The Pink Door - Temp. CLOSED","(206) 443-3241","Maggie S.","-''-","https://s3-media0.fl.yelpcdn.com/bphoto/dFHwboZy9aJEYagBMA7UKA/168s.jpg"
"The Pink Door - Temp. CLOSED","(206) 443-3241","Maggie S.","-''-","https://s3-media0.fl.yelpcdn.com/bphoto/GKDi2AzWIvFBUxKRporb9A/168s.jpg"
"The Pink Door - Temp. CLOSED","(206) 443-3241","Douglas R.","The Pink Door is straight fire.
Background: In Seattle for a weekend getaway with my wife this place came on my radar. We had wanted to eat here on previous trips but didn't make it. I knew this place must be the real deal because we couldn't even get a reservation for the Sunday of MLK weekend. Surrounding days only had reservations for like 9 oclock or later. Reminds me of The House of Prime Rib in San Francisco in terms of difficulty of getting a reservation.
The Wait with No reservations: We showed up at 8 and were seated by 9:15 at a great table in the lounge. While we were waiting we scored a couple of seats at the bar and had drinks. Time went by fast as we enjoyed our drinks. Bartenders were super friendly and accommodating. My wife can't have gluten and they were awesome about making her a lemon drop with a grain free vodka.
Ambiance: One of the coolest most unique places I've ever been. Great live entertainment, dim lighting perfect for a date night.
What we ordered: Drink wise we went with a lemon drop and an old fashioned (2). Great drinks.
Winter Risotto: My wife ordered this and really enjoyed it. It comes gluten free too which she was super excited about.
Lasagna: Man this was a straight smoke show. Damn it was delicious. Mind blown.
Mixed Greens: Solid standard with a vinaigrette dressing.
Service:Great all the way around.
Bread:Complimentary bread before the meal. So nice that they had gluten free bread for us.
Prices: I felt like they were super reasonable for the quality of food and experience you get here.
Final Thoughts: Such a great night out. Thanks Pink Door. If you can't get a reservation don't let that stop you. Show up about an hour before you would have made your reservation time and just grab a bar stool. Have a drink and take it all in.","https://s3-media0.fl.yelpcdn.com/bphoto/XBY1JZLoSrifnVQ0rfB70A/348s.jpg"
"The Pink Door - Temp. CLOSED","(206) 443-3241","Douglas R.","-''-","https://s3-media0.fl.yelpcdn.com/bphoto/OA1ltkaeU0W4Qiec9paa6w/168s.jpg"
"The Pink Door - Temp. CLOSED","(206) 443-3241","Douglas R.","-''-","https://s3-media0.fl.yelpcdn.com/bphoto/OfTyK2DmNVlG1p_jrKIQgQ/168s.jpg"
"Raccolto","(206) 397-3775","Nina M.","Sad this place is closed due to you know, coronavirus. But they still do take out and I know it isn't the same but it is still damn good. You really can't go wrong with any of their dishes.
If you like the ragu get the ragu. If you're vegetarian then get the vegetarian items. I personally haven't come across anything I didn't like. I would say their pasta dishes and anti pasti's are my jam.
Please support our local businesses because I can't see a restaurant I love shut down.",""
"Raccolto","(206) 397-3775","margaret k.","This is one of or favs during restaurant week. They are doing a delightful take away meal during our current stay home challenging times. Stopped on my way home. Wanted something special. They didn't disappoint. They are offering meals for two. We had enough for 4 portions of chicken parmigiana. Plus, veggies. Added a salad and was in heaven. This is a West Seattle gem we need to support. You will not be disappointed.",""
"Raccolto","(206) 397-3775","Michelle D.","I'm a fan. The small shareable plates at Raccolto are excellent. I have literally enjoyed every single thing I have ever tried here. And that says a lot, because I don't like a lot. The cavatelli pasta ... yes, please. Always a must-have. The service is knowledgeable and warm without being intrusive. The location on California Ave in West Seattle has given our neighborhood it's first real contemporary Italian option. Helpful note before you go: The restaurant itself is small. There is a counter bar in the back I have sat at once, but otherwise always been seated in the main space and it's just not big and not cozy or warm. More like open and bright. Make a reservation on Open Table or call ahead. Most of the time you don't need to do that in WS, but here you should and you will get right in.
Now the negative. Despite liking the food and all, I'm giving them 3 stars for two reasons: 1) a couple years ago I wanted to have my office holiday dinner here. Tried to set it up way in advance. They were SUPER rude and dismissive. That alone kept me away for almost a year. 2) Came by once with friends when there were tons of tables open and they were weird and wouldn't seat us, saying they were booked. That's fine, but major attitude. We went and ate down the street and walked by to the cars two hours later and the same tables were open ... they didn't turn over. After these two incidents I almost never wanted to come back. But after some time I did. And it's good. I still won't be a regular given the above, but at one point I would have written a one star review (after someone was a massive jerk when all I wanted to do was spend thousands of dollars for a dinner party and rent out the whole place) and swore I would NEVER go back ... so the theme of this review should be ""forgiveness"" and a hard-earned three stars that is a testament to the great food.",""
"Raccolto","(206) 397-3775","Bree S.","We came here a few months ago and it was 5 star perfection. The brussel sprouts, the burratta, the chicken. Amazing. This time was disappointing, but for the amazing pasta, which is worth the trip, despite the missteps.
There were serious timing issues that ruined the flow of the evening.
We made the mistake of going ahead and ordering food before drinks arrived. We waited over 20 minutes for drinks. Appetizers came before the drinks and were piled onto the table before the drinks even came. Then we waited an hour for the rest of the food.
The chicken was NOT the chicken we had the last time we were here. It was fatty and very salty. A lot of waste.
The cocktails were stirred in dirty shakers. There were multiple flavors in the drinks and when it was brought to the attention of staff, they were defensive and refused to mix a new drink, clinging to the claim that we didn't know what we were tasting. The waiter served the drinks with his fingers all over the rims of the glasses. He carried the drink in dispute back and forth from our table to the bar 3 times. No apologies or offers to mix a fresh drink in a clean shaker. It was awkward and instead of refusing the drink, we just relented. So disappointing. Instead of insisting on being right, why not just mix your clients a clean drink?
We loved this place when we came in October. Perfect timing. Very low key gracious service.
Don't know if it was an off night or if this is what to expect going forward.
Don't like to express disappointment in my own neighborhood, but for the premium prices we should expect premium service and quality of food.
Show less",""
"Raccolto","(206) 397-3775","Bethany M.","Realllllly good handmade pasta - we had the strozzapreti Bolognese and the spaghetti with anchovy sauce. Both pastas were perfectly cooked, with a terrific, slightly springy texture. Do not miss the pasta course because it truly is the star of the menu. The appetizers are almost equally good - highlights for us this evening were the Swinomish oysters with fresh horseradish, the crab salad and the smoked fish. Entrees were just okay - portions were small (albeit well prepared). They just didn't light us on fire. We skipped dessert because we were stuffed. I would come back to order all of the pastas to share, and maybe 1 appetizer per diner (also to share). Great service all around, too - never an empty glass on the table.",""
"Raccolto","(206) 397-3775","David S.","We love this restaurant! So glad to have a place to get great homemade pasta in our neighborhood, especially at a decent price. The cavatelli was the first thing we tried, and remains our favorite, but we have tried many other things with no misses. Another nice thing is the focus on service, which has been very good. Highly recommend!",""
"Raccolto","(206) 397-3775","Janet N.","I dined here during restaurant week and did not have a good experience. I've had Raccolto bookmarked for awhile and was really excited to try the food. The restaurant is really nice and is aesthetically pleasing. However, I wasn't a fan of the fact that by the time I left the restaurant my clothes had reeked of their cooking.
The food was okay for the most part. I liked that the appetizers course had about 4 different plates to share at your table. I got to try a little bit of everything that they offered. My main was the halibut and it wasn't very memorable.. The plating was fairly sloppy. I can tell that they were rushing to make my plate.
The service was not good. Our server was initially pleasant, but I noticed a shift in her attitude and pace after I declined to opt into the wine pairings. A couple who also shared the same server as us arrived later than we did and received their appetizers and mains before we did.. We found that odd as everyone in the restaurant that day was essentially receiving the same meal. I just wasn't understanding her logic in serving people who came in about 10 minutes after we did? She never checked in on us and never refilled our water even after we had put the bottle on the edge of the table. Our plates of food were just being plopped on the table and she would vanish to cater to someone else's needs. I'm not sure if it's something we did, but we found the service to be unacceptable.
I think it's pretty obvious that I would never choose to dine here again.","https://s3-media0.fl.yelpcdn.com/bphoto/p3DrwyOT8dTGnoOZF5YDfw/348s.jpg"
"Raccolto","(206) 397-3775","Janet N.","-''-","https://s3-media0.fl.yelpcdn.com/bphoto/YUSgG_-LWQu1lDfkWoRXSQ/168s.jpg"
"Raccolto","(206) 397-3775","Janet N.","-''-","https://s3-media0.fl.yelpcdn.com/bphoto/4_GfcAnaZ_C3N4lRM8o4LQ/168s.jpg"
"Raccolto","(206) 397-3775","Monica D.","This is currently my favorite restaurant in West Seattle. It is wise to make a reservation but you can get a spot to eat at the bar if you go early.
The carrot soup is amazing and so is the smoked fish piled high on dense chewy grilled bread.
The pastas are always delish and we usually get a seafood recently copper river and the halibut is also great.
The food and wine have been so good in 8-10 visits I have never yet had dessert!",""
"Raccolto","(206) 397-3775","Kristin P.","One of my favorite pasta places in Seattle! The service was awesome and the food was amazing! The ambiance is perfect for date night.","https://s3-media0.fl.yelpcdn.com/bphoto/2eim21yvgTnMW-3jQmgoiQ/168s.jpg"
"Raccolto","(206) 397-3775","Kristin P.","One of my favorite pasta places in Seattle! The service was awesome and the food was amazing! The ambiance is perfect for date night.","https://s3-media0.fl.yelpcdn.com/bphoto/CRnk7ENtFLxS26ckuZPORQ/168s.jpg"
"Raccolto","(206) 397-3775","David B.","Hits the spot. Well thought out menu.
Nice staff for the most part. There are a few supercilious members who are confusing West Seattle with the Upper West Side of Manhattan, but the food makes up for it.
5 visits and most everything has been excellent. The pasta is wonderful, the cuts of beef nice and the greens are great.
I don't agree with the Orca-sized chunks for the Crudo. Personal taste, but it is about experiencing the fish and the flavors and not the choke.
Good to have a place for a ""little"" upscale swing on the Island.",""
"Raccolto","(206) 397-3775","Jess H.","I couldn't say enough good things about our experience here. Our waiter Sean was so fantastic! He was attentive and made such good suggestions! The plates are small and great for sharing, which allows you to get and try multiple things. The smoked fish crostini is a must if you come here. When I saw the kitchen staff making it I literally thought it was a cupcake because it was so large! A huge chunk of bread with a ton of smoked fish on top. We got three small plates and two pastas and shared it between the two of us and that was the perfect amount of food. We will most definitely be back!",""
"Raccolto","(206) 397-3775","Teresa J.","Finally made it here to celebrate my husband's birthday tonight and left feeling unsatisfied + I couldn't drink enough water to offset the amount of salt in our food.
We started off with bread and Brussel sprouts - the first bite was good but after that all we could taste was salt.
After waiting for awhile (and watching a larger group that came in well after us get their food before us) our two pasta dishes finally arrived with apologies for taking so long. The rigatoni was topped with pork and kale - I guess I didn't expect to see salty pork carnitas on top of a bed of over oiled/buttered noodles.
Pesto bucatini lacked flavor outside of the flick of the wrist of salt that was on every.single.thing.
Spent $100 (only one beer in the mix). Would have been fine if it was worth it, but so frustrating when it's not.",""
"Raccolto","(206) 397-3775","Claire S.","We went there last night. I found the staff to be very nice and super efficient. At least the ones I met.
We each ordered pasta dishes, as well as coffee, wine, bread and a nice corn dish.
The problem was the pasta- their specialty. My husband ordered tagliatelle with crab meat. The pasta was cool to the touch; not even lukewarm. The crab meat in it was cold. Not cool- cold. The server couldn't have been nicer. She took the tagliatelle off the bill and comped our Americanos, which I appreciate.
Mine was barely warm enough so I went ahead and had it. Flavors were excellent, good sized portion. However, it sat uneasily in my stomach for a very long time afterward.
This is a gorgeous charming expensive place. They need to get their kitchen in order. Don't worry about seeing us again, because you won't.",""
"Raccolto","(206) 397-3775","Cassidy G.","We've been twice now and absolutely love everything at Raccolto. Even with a reservation you may find yourself having to wait for a bit as it's a small space and they're always busy, but it's definitely worth the wait. Both times we've come we've ended up getting seats at the bar and having a cocktail while we wait for a table and the drink menu is always fresh, creative and delicious.
We got the steak tartare both times because it's that good; don't skip it, just order it and be happy.
This place does all fresh pastas and damn, they are delicious and noticeably better than anything you were planning on making at home instead. Could go on and on but just know this: everything we've had here is worth the cost, the wait, and more.
Finally, excellent service both trips in seal the deal. Our server last time in was so knowledgeable, friendly, nice to chat with and even comped our drinks for no apparent reason other than maybe because we had to wait a bit for our table. We love it here and will definitely be back again and again.",""
